e4:5f:01:63:71:64>6,0.9;e4:5f:01:63:71:e5>0,16.8;e4:5f:01:63:71:55>-2.4,6;e4:5f:01:63:71:b5>0,-3;e4:5f:01:63:71:a3>3,9.6
-1.8,-3.6&e4:5f:01:63:71:e5,-71;-71;-71;-71;-70;-70;-71;-72;-77;-73;-75;-75;-74;-73;-74;-73;-73;-73;-74;-74;-74;-74;-75;-76;-76;-75;-74;-74;-74;-74;-74;-74;-74;-74
-1.8,-1.8&e4:5f:01:63:71:e5,-80;-78;-77;-78;-76;-76;-76;-76;-78;-79;-81;-83;-86;-85;-85;-91;-85;-81;-83;-82;-84;-84;-82;-82;-82;-83;-83;-86;-84
-1.8,0&e4:5f:01:63:71:e5,-79;-81;-79;-77;-79;-80;-80;-80;-80;-81;-81;-81;-81;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-81;-81;-82;-81;-82;-82;-81;-81;-82;-83
-1.8,1.8&e4:5f:01:63:71:e5,-75;-69;-71;-71;-70;-71;-72;-73;-71;-72;-69;-70;-71;-71;-71;-71;-71;-71;-72;-72
-1.8,3.6&e4:5f:01:63:71:e5,-76;-74;-75;-75;-74;-74;-77;-77;-80;-80;-80;-84;-89;-81;-80;-78;-78;-77;-77;-77;-77;-77;-76;-77;-76;-75;-75;-76;-76;-75;-74;-74;-75;-76;-77;-79
-1.8,5.4&e4:5f:01:63:71:e5,-76;-77;-77;-81;-82;-82;-85;-88;-84;-85;-87;-83;-81;-85;-82;-88;-82;-77;-78;-83;-83
-1.8,7.2&e4:5f:01:63:71:e5,-66;-66;-65;-65;-64;-65;-66;-66;-69;-68;-67;-67;-67;-67;-67;-68;-67;-67;-67;-67;-67;-67;-66;-67;-68;-68;-68
-1.8,9&e4:5f:01:63:71:e5,-78;-78;-81;-79;-79;-80;-78;-80;-83;-80;-73;-73;-74;-74;-74;-74;-74;-73;-73;-71;-72;-73;-72;-72;-71;-74;-74;-74;-73;-74;-75;-75;-74;-74
-1.8,10.8&e4:5f:01:63:71:e5,-72;-77;-71;-67;-67;-67;-67;-69;-71;-71;-71;-71;-71;-72;-72;-72;-74;-72;-72;-72;-72;-73;-72
-1.8,12.6&e4:5f:01:63:71:e5,-71;-66;-76;-71;-75;-76;-76;-81;-82;-84;-82;-80;-79;-79;-78;-77;-77;-74;-73;-73;-73;-73;-73;-72;-71;-71;-70;-70;-71;-70;-71
-1.8,14.4&e4:5f:01:63:71:e5,-64;-64;-62;-62;-59;-59;-58;-58;-58;-58;-58;-59;-59;-61;-60;-60;-60
-1.8,16.2&e4:5f:01:63:71:e5,-60;-71;-71;-66;-68;-69;-69;-70;-70;-72;-73;-72;-75;-78;-77;-78;-74;-75;-68;-68;-68;-68;-65;-66;-66;-65;-75;-73;-73;-73;-74;-73
0,16.2&e4:5f:01:63:71:e5,-51;-50;-53;-50;-50;-51;-51;-50;-50;-50;-50;-50;-50;-50;-50;-50;-46;-49;-49;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-49;-49;-49;-47;-49;-46
0,14.4&e4:5f:01:63:71:e5,-59;-59;-58;-66;-66;-61;-62;-63;-64;-62;-61;-61;-61;-62;-62;-62;-62;-61;-61;-62;-64;-63;-63;-63;-65;-65;-66;-66
0,12.6&e4:5f:01:63:71:e5,-59;-59;-60;-60;-60;-59;-58;-58;-58;-58;-58;-58;-58;-60;-59;-58;-58;-58;-58;-58;-58
0,10.8&e4:5f:01:63:71:e5,-64;-63;-63;-64;-63;-63;-65;-64;-64;-65;-68;-70;-71;-70;-69;-69;-70;-70;-68;-67;-68;-68;-69;-68;-70;-74;-75;-75
0,9&e4:5f:01:63:71:e5,-67;-65;-69;-69;-70;-70;-72;-72;-67;-71;-69;-70;-67;-68;-71;-73;-72;-73;-71;-72;-74;-72;-72;-72;-70;-69;-69;-71;-71;-71;-71;-71
0,7.2&e4:5f:01:63:71:e5,-70;-69;-69;-68;-69;-69;-69;-69;-69;-69;-69;-69;-70;-68;-68;-67;-67;-67;-67;-67;-67;-67;-68;-68;-68;-68;-68
0,5.4&e4:5f:01:63:71:e5,-74;-72;-72;-75;-77;-78;-77;-74;-70;-69;-69;-69;-69;-68;-68;-69;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-69;-68;-68;-68;-68;-69
0,3.6&e4:5f:01:63:71:e5,-70;-69;-67;-67;-67;-66;-66;-66;-68;-66;-68;-66;-65;-69;-68;-67;-66;-66;-67;-66;-65;-65;-65;-65;-68;-67;-67;-66;-65;-65
0,1.8&e4:5f:01:63:71:e5,-76;-76;-79;-82;-82;-80;-77;-79;-78;-82;-79;-79;-74;-73;-71;-69;-67;-68;-68;-68;-68;-68;-68;-68;-68;-68
0,0&e4:5f:01:63:71:e5,-75;-76;-71;-71;-70;-70;-71;-72;-72;-71;-72;-73;-70;-70;-70;-73;-72;-72;-71;-70;-69;-70;-71;-72;-72;-72;-72;-72;-72;-71;-71;-71;-71;-70;-71;-71
0,-1.8&e4:5f:01:63:71:e5,-79;-80;-79;-78;-78;-78;-80;-79;-79;-79;-80;-81;-81;-82;-81;-80;-80;-84;-84;-84;-82;-81;-83;-87;-86;-87;-90;-93;-95;-95;-94;-92;-90;-88;-87;-87;-88
0,-3.6&e4:5f:01:63:71:e5,-75;-76;-76;-75;-76;-74;-76;-75;-76;-77;-75;-73;-74;-76;-75;-76;-75;-77;-77;-76;-76;-81;-80;-77;-79;-76;-76;-76;-79;-74
1.8,1.8&e4:5f:01:63:71:e5,-81;-81;-81;-82;-84;-84;-81;-82;-89;-91;-92;-88;-83;-82;-79;-79;-79;-78;-77;-77;-77;-77;-78;-78;-78;-78;-77;-77
1.8,3.6&e4:5f:01:63:71:e5,-72;-74;-76;-74;-72;-73;-73;-75;-83;-81;-77;-74;-77;-78;-79;-77;-79
1.8,5.4&e4:5f:01:63:71:e5,-74;-73;-73;-73;-72;-72;-73;-74;-75;-74;-73;-73;-73;-72;-72;-72;-71;-71;-71;-71;-70;-71;-70;-70;-70;-70;-69;-69;-69;-69;-70;-70;-70;-71
1.8,7.2&e4:5f:01:63:71:e5,-79;-78;-83;-83;-80;-78;-83;-87;-84;-83;-81;-80;-76;-77;-77;-79;-79;-78;-78;-78;-79;-81;-80;-79;-79;-82;-80;-77;-76;-75;-75;-75;-75;-75;-76
1.8,9&e4:5f:01:63:71:e5,-72;-76;-85;-79;-77;-78;-79;-77;-78;-80;-84;-83;-79;-80;-81;-79;-79;-79;-80;-79;-80;-79;-79;-77;-81;-81;-81;-81;-81;-81
1.8,10.8&e4:5f:01:63:71:e5,-75;-75;-76;-80;-79;-79;-77;-76;-76;-76;-75;-75;-76;-74;-73;-73;-74;-73;-75;-74;-74;-71;-70;-70;-70;-69;-70;-71;-71;-71;-71;-73;-74;-76;-78;-78;-79;-78;-79;-78
3.6,10.8&e4:5f:01:63:71:e5,-68;-68;-70;-70;-73;-76;-74;-74;-73;-69;-68;-68;-69;-69;-69;-69;-68;-68;-70;-71;-72;-72;-72;-72;-72;-72;-72;-72
3.6,9&e4:5f:01:63:71:e5,-75;-85;-89;-80;-81;-80;-80;-80;-79;-79;-78;-78;-79;-78;-78;-78;-78;-78;-79;-79;-79;-79;-79;-79;-79;-79;-80;-80;-80;-80;-79;-79;-76;-75
3.6,7.2&e4:5f:01:63:71:e5,-73;-73;-72;-71;-72;-72;-73;-74;-74;-73;-73;-73;-73;-73;-73;-73;-72;-72;-71;-73;-76;-76;-73;-73;-73;-73;-73;-73
3.6,5.4&e4:5f:01:63:71:e5,-75;-74;-71;-69;-69;-78;-83;-84;-81;-80;-78;-72;-71;-70;-74;-75;-77;-78;-79;-79;-82;-87;-85;-85;-85;-85;-83;-80;-78;-78;-78
3.6,3.6&e4:5f:01:63:71:e5,-77;-77;-77;-78;-84;-88;-83;-81;-81;-80;-79;-77;-78;-78;-77;-76;-77;-77;-76;-86;-86;-78;-76;-76;-76;-76;-76;-76;-75;-75;-75;-75;-75;-75
3.6,1.8&e4:5f:01:63:71:e5,-71;-69;-72;-75;-77;-75;-73;-75;-73;-74;-74;-75;-74;-74;-74;-74;-74;-74;-74;-74;-74;-76;-76;-75;-75
5.4,1.8&e4:5f:01:63:71:e5,-72;-72;-71;-72;-72;-70;-70;-70;-70;-70;-71;-71;-72;-75;-76;-75;-75;-74;-75;-75;-75;-75;-76;-75;-76;-75;-75;-75;-75;-77;-77;-77
5.4,3.6&e4:5f:01:63:71:e5,-70;-74;-76;-77;-71;-71;-72;-74;-74;-75;-74;-74;-77;-78;-77;-78;-78;-77;-77;-77;-77;-77;-77;-77;-77;-77
5.4,5.4&e4:5f:01:63:71:e5,-80;-83;-88;-89;-85;-86;-86;-87;-87;-85;-85;-85;-83;-86;-86;-87;-86;-85;-86;-84;-84
5.4,7.2&e4:5f:01:63:71:e5,-73;-74;-73;-73;-74;-73;-73;-73;-74;-75;-76;-76;-76;-76;-77;-78;-78;-80;-80;-80;-81;-82;-80;-80;-80;-81;-81;-81
5.4,9&e4:5f:01:63:71:e5,-84;-85;-92;-84;-80;-79;-80;-80;-80;-78;-75;-74;-74;-74;-76;-78;-80;-88;-87;-87;-88;-89;-89;-87;-89;-91;-90;-91;-93;-93;-89;-87
5.4,10.8&e4:5f:01:63:71:e5,-77;-78;-78;-78;-78;-77;-79;-78;-78;-78;-78;-79;-78;-78;-78;-78;-79;-79;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-79;-79;-79;-79
